"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"840114","occ","","","93182","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31487"
"840115","occ","","","93182","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31487"
"840445","occ","","","63515","Protocyon troglodytes","species","250733","Late Pleistocene","","0.126","0.0117","31501"
"840446","occ","","","63515","Protocyon","genus","41238","Late Pleistocene","","0.126","0.0117","31501"
"840447","occ","","","63515","Urocyon cinereoargenteus","species","44832","Late Pleistocene","","0.126","0.0117","31501"
"841155","occ","","","93244","Vulpes velox","species","44888","Late Pleistocene","","0.126","0.0117","31520"
"841175","occ","","","74235","Vulpes","genus","41248","Late Pleistocene","","0.126","0.0117","31524"
"841193","occ","","","93250","Urocyon cinereoargenteus","species","44832","Late Pleistocene","","0.126","0.0117","31524"
"841210","occ","","","93251","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","31525"
"841211","occ","","","93251","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31525"
"841212","occ","","","93251","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31525"
"841213","occ","","","93251","Vulpes","genus","41248","Late Pleistocene","","0.126","0.0117","31525"
"841247","occ","","","93257","Canis dirus","species","44837","Pleistocene","","2.588","0.0117","31531"
"841262","occ","","","93258","Urocyon cinereoargenteus","species","44832","Pleistocene","Holocene","2.588","0","31531"
"841279","occ","","","93259","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","31532"
"841333","occ","","","93267","Dusicyon","genus","41209","Holocene","","0.0117","0","31534"
"841440","occ","","","93281","Vulpes vulpes macroura","subspecies","161542","Late Pleistocene","","0.126","0.0117","31547"
"841441","occ","","","93281","Vulpes velox","species","44888","Late Pleistocene","","0.126","0.0117","31547"
"841442","occ","","","93281","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31547"
"841443","occ","","","93281","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31547"
"841444","occ","","","93281","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31547"
"841539","occ","","","93277","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31561"
"841540","occ","","","93277","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","31561"
"841709","occ","","","93326","Canis latrans","species","44854","Late Pleistocene","Holocene","0.126","0","31567"
"841710","occ","","","93326","Canis lupus","species","44860","Late Pleistocene","Holocene","0.126","0","31567"
"841711","occ","","","93326","Vulpes vulpes","species","44890","Late Pleistocene","Holocene","0.126","0","31567"
"841712","occ","","","93326","Vulpes velox","species","44888","Late Pleistocene","Holocene","0.126","0","31567"
"841734","occ","","","93329","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31573"
"841735","occ","","","93329","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","31573"
"841736","occ","","","93330","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","31573"
"841748","occ","","","93333","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31579"
"841749","occ","","","93333","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","31579"
"841778","occ","","","93339","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","31581"
"841784","occ","","","93345","Canis latrans","species","44854","Late Pleistocene","Holocene","0.126","0","31584"
"841785","occ","","","93344","Urocyon cinereoargenteus","species","44832","Late Pleistocene","Holocene","0.126","0","31584"
"841978","occ","","","93376","Canis lupus","species","44860","Late Pleistocene","Holocene","0.126","0","31597"
"841995","occ","","","93379","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31599"
"841996","occ","","","93379","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","31599"
"841997","occ","","","93379","Urocyon","genus","41247","Late Pleistocene","","0.126","0.0117","31599"
"842525","occ","","","93527","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","31646"
"842581","occ","","","93528","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","31647"
"842582","occ","","","93528","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","31647"
"842583","occ","","","93528","Vulpes velox","species","44888","Late Pleistocene","","0.126","0.0117","31647"
"847914","occ","","","94327","Cynotherium","genus","94468","Late Pliocene","Late Pleistocene","3.6","0.0117","32076"
"847916","occ","","","94327","Cynotherium sardous","species","94469","Late Pliocene","Late Pleistocene","3.6","0.0117","32076"
"847926","occ","","","94328","Canis lupus","species","44860","Early Pleistocene","Late Pleistocene","2.588","0.0117","32076"
"847939","occ","","","94331","Cynotherium sardous","species","94469","Middle Pleistocene","Late Pleistocene","0.781","0.0117","32076"
"847940","occ","","","94331","Canis","genus","41198","Middle Pleistocene","Late Pleistocene","0.781","0.0117","32076"
"856579","occ","","","95150","Lycaon","genus","41219","Late Pliocene","","3.6","2.588","32407"
"872393","occ","","","96683","Canis","genus","41198","Quaternary","","2.588","0","32942"
"872661","occ","","","96713","Canis","genus","41198","Neogene","","23.03","2.588","32997"
"872761","occ","","","96741","Canis","genus","41198","Pliocene","","5.333","2.588","32997"
"874990","occ","","","96973","Canis mesomelas","species","232943","Holocene","","0.0117","0","33119"
"875018","occ","","","96974","Canis mesomelas","species","232943","Late Pleistocene","","0.126","0.0117","33119"
"879775","occ","","","19542","Paratomarctus temerarius","species","44882","Barstovian","","15.97","13.6","33296"
"879776","occ","","","19542","Aelurodon","genus","41190","Barstovian","","15.97","13.6","33296"
"906500","occ","","","101897","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","34644"
"906526","occ","","","101898","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","34644"
"906527","occ","","","101898","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","34644"
"906585","occ","","","101899","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","34644"
"906586","occ","","","101899","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","34644"
"906587","occ","","","101899","Nyctereutes procyonoides","species","232951","Late Pleistocene","","0.126","0.0117","34644"
"915284","occ","","","103991","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","35027"
"915704","occ","","","104758","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","34884"
"915925","occ","","","104797","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","35005"
"919198","occ","","","104034","Canis","genus","41198","Late Pleistocene","Holocene","0.126","0","1461"
"919255","occ","","","104035","Vulpes vulpes","species","44890","Late Pleistocene","Holocene","0.126","0","1461"
"919339","occ","","","104664","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","1461"
"919340","occ","","","104664","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","1461"
"919358","occ","","","104667","Canis familiaris","species","104153","Holocene","","0.0117","0","41131"
"919359","occ","","","104668","Canis","genus","41198","Pleistocene","","2.588","0.0117","1461"
"919450","occ","","","104675","Canis familiaris","species","104153","Holocene","","0.0117","0","1461"
"919451","occ","","","104675","Urocyon cinereoargenteus","species","44832","Holocene","","0.0117","0","1461"
"919473","occ","","","104676","Canidae","family","41189","Late Pleistocene","","0.126","0.0117","1461"
"919493","occ","","","104680","Canis","genus","41198","Late Pleistocene","Holocene","0.126","0","1461"
"919529","occ","","","104685","Canidae","family","41189","Late Pleistocene","","0.126","0.0117","1461"
"919540","occ","","","104689","Canis lupus","species","44860","Late Pleistocene","Holocene","0.126","0","1461"
"919541","occ","","","104689","Urocyon cinereoargenteus","species","44832","Late Pleistocene","Holocene","0.126","0","1461"
"919604","occ","","","104697","Canidae","family","41189","Late Pleistocene","","0.126","0.0117","1461"
"934378","occ","","","82258","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","35381"
"934379","occ","","","82258","Vulpes","genus","41248","Late Pleistocene","","0.126","0.0117","35381"
"935492","occ","","","82530","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","35842"
"935838","occ","","","107827","Borophagus hilli","species","49475","Blancan","","4.9","1.8","35861"
"938097","occ","","","102954","Canis lupus","species","44860","Late Pleistocene","Holocene","0.126","0","35949"
"970676","occ","","","21709","Canis mesomelas","species","232943","Late Pleistocene","","0.126","0.0117","37298"
"970705","occ","","","59167","Canis","genus","41198","Messinian","Piacenzian","7.246","2.588","37298"
"970706","occ","","","59167","Canidae","family","41189","Messinian","Piacenzian","7.246","2.588","37298"
"970759","occ","","","21711","Canis mesomelas","species","232943","Pleistocene","Holocene","2.588","0","37298"
"970760","occ","","","21711","Canidae","family","41189","Pleistocene","Holocene","2.588","0","37298"
"970808","occ","","","21931","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","37298"
"970809","occ","","","21931","Vulpes","genus","41248","Pleistocene","","2.588","0.0117","37298"
"970821","occ","","","115167","Canis mesomelas","species","232943","Late Pleistocene","","0.126","0.0117","37301"
"970822","occ","","","115167","Canis","genus","41198","Late Pleistocene","","0.126","0.0117","37301"
"970910","occ","","","115184","Canis mesomelas","species","232943","Late Pleistocene","","0.126","0.0117","37303"
"970911","occ","","","115184","Vulpes chama","species","235498","Late Pleistocene","","0.126","0.0117","37303"
"970912","occ","","","115184","Otocyon megalotis","species","232958","Late Pleistocene","","0.126","0.0117","37303"
"970913","occ","","","115184","Lycaon pictus","species","231462","Late Pleistocene","","0.126","0.0117","37303"
"970959","occ","","","115188","Canis mesomelas","species","232943","Middle Pleistocene","","0.781","0.126","37305"
"971090","occ","","","115205","Canis mesomelas","species","232943","Pleistocene","","2.588","0.0117","37314"
"971746","occ","","","32052","Nyctereutes abdeslami","species","72180","Late Pliocene","","3.6","2.588","37350"
"973222","occ","","","115612","Nyctereutes","genus","41225","Pliocene","","5.333","2.588","37384"
"973241","occ","","","115623","Vulpes","genus","41248","MN 14","","4.9","4.2","37384"
"973715","occ","","","93828","Canis lupus","species","44860","Late Pleistocene","","0.126","0.0117","37407"
"973716","occ","","","93828","Vulpes vulpes","species","44890","Late Pleistocene","","0.126","0.0117","37407"
"978924","occ","","","21713","Canidae","family","41189","Late Pliocene","","3.6","2.588","4809"
"992982","occ","","","119837","Cormocyon copei","species","45265","Monroecreekian","","26.3","24.8","38401"
"992985","occ","","","119838","Cormocyon copei","species","45265","Monroecreekian","","26.3","24.8","38401"
"992986","occ","","","119838","Enhydrocyon","genus","41211","Monroecreekian","","26.3","24.8","38401"
"992987","occ","","","119838","Paraenhydrocyon josephi","species","52163","Monroecreekian","","26.3","24.8","38401"
"997975","occ","","","120834","Cuon","genus","41204","Middle Pleistocene","","0.781","0.126","38591"
"1003082","occ","","","122115","Canis familiaris","species","104153","Holocene","","0.0117","0","38884"
"1006780","occ","","","32904","Canis","genus","41198","Holocene","","0.0117","0","39115"
"1012547","occ","","","123831","Dusicyon","genus","41209","Pleistocene","","2.588","0.0117","39739"
"1014130","occ","","","124198","Urocyon cinereoargenteus","species","44832","Late Pleistocene","","0.126","0.0117","39856"
"1028333","occ","","","125941","Vulpes vulpes","species","44890","Pleistocene","","2.588","0.0117","40888"
"1028402","occ","","","125952","Vulpes","genus","41248","Pleistocene","","2.588","0.0117","40898"
"1028841","occ","","","93332","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","40141"
"1028842","occ","","","93332","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","40141"
"1028864","occ","","","20302","Canis","genus","41198","Irvingtonian","","1.8","0.3","39868"
"1028865","occ","","","20302","Vulpes","genus","41248","Irvingtonian","","1.8","0.3","39868"
"1033798","occ","","","93332","Canis dirus","species","44837","Late Pleistocene","","0.126","0.0117","40654"
"1033799","occ","","","93332","Canis latrans","species","44854","Late Pleistocene","","0.126","0.0117","40654"
"1033800","occ","","","93332","Vulpes","genus","41248","Late Pleistocene","","0.126","0.0117","40654"
"1034153","occ","","","20302","Canis armbrusteri","species","44827","Irvingtonian","","1.8","0.3","39868"
"1034197","occ","","","20302","Canis rufus","species","44879","Irvingtonian","","1.8","0.3","41080"
"1074838","occ","","","133630","Dusicyon sechurae","species","247630","Middle Pleistocene","Late Pleistocene","0.781","0.0117","43044"
